features5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stamp;File Path;Using circle;Using arrow;Number of people;Number of people in group;Group radius;Distance to group;Robot within group?;Robot facing group?;Robot work radius;Distance to closest human;Distance to 2nd closest human;Distance to 3rd closest human;Direction to closest human;Direction to 2nd closest human;Direction to 3rd closest human;Direction from closest human to robot;Robot facing closest human?;Robot facing 2nd closest human?;Robot facing 3rd closest human?;Closest human facing robot?;2nd closest human facing robot?;3d closest human facing robot?;Number of children;Distance to closest child;Number of animals;Distance to closest animal;Number of people sitting/laying in sofa?;Music playing?;Number of agents in scene;PosRot1;PosRot2;PosRot3;PosRot4;PosRot5;PosRot6;PosRot7;PosRot8;PosRot9;PosRot10;PosRot11;PosRotPepper;
491;data/screenshots/491_0_1_5_0_50_50_1_0_0_0.4884477_0.8920274_1.62785_305.4974_74.52368_79.84729_153.6266_0_0_0_0_0_1_0_50_0_0_6.png;0;1;5;0;50;50;1;0;0;0.4884477;0.8920274;1.62785;305.4974;74.52368;79.84729;153.6266;0;0;0;0;0;1;0;50;0;50;0;1;6;(-3.0, -0.9, -2.8) (0.0, 1.0, 0.0, 0.3);(-4.0, -0.9, 0.0) (0.0, 0.5, 0.0, 0.9);(-3.1, -0.9, -2.1) (0.0, 0.5, 0.0, 0.9);(-5.4, -0.9, -4.7) (0.0, 0.3, 0.0, 1.0);(-3.1, -0.9, -4.1) (0.0, 0.9, 0.0, -0.5);_;_;_;_;_;_;(-2.8, -0.9, -3.7) (0.0, -0.7, 0.0, 0.7);
492;data/screenshots/492_0_1_1_0_50_50_1_0_0_3.700704_50_50_122.6602_1000_1000_331.2867_0_0_0_1_0_0_0_50_0_0_2.png;0;1;1;0;50;50;1;0;0;3.700704;50;50;122.6602;1000;1000;331.2867;0;0;0;1;0;0;0;50;0;50;0;0;2;(-8.0, -0.9, -1.0) (0.0, 1.0, 0.0, -0.1);_;_;_;_;_;_;_;_;_;_;(-6.6, -0.9, -4.5) (0.0, 1.0, 0.0, -0.3);
493;data/screenshots/493_1_0_1_0_50_50_1_0_1.352205_3.649428_50_50_30.25613_1000_1000_203.5429_1_0_0_0_0_0_0_50_0_0_2.png;1;0;1;0;50;50;1;0;1.352205;3.649428;50;50;30.25613;1000;1000;203.5429;1;0;0;0;0;0;0;50;0;50;0;0;2;(-3.9, -0.9, -0.4) (0.0, 0.1, 0.0, -1.0);_;_;_;_;_;_;_;_;_;_;(-4.4, -0.9, -4.0) (0.0, -0.2, 0.0, 1.0);
494;data/screenshots/494_0_1_3_0_50_50_1_0_0_2.593758_2.836817_3.769208_83.49767_42.26019_58.91636_34.45923_0_1_0_1_0_0_0_50_0_2_4.png;0;1;3;0;50;50;1;0;0;2.593758;2.836817;3.769208;83.49767;42.26019;58.91636;34.45923;0;1;0;1;0;0;0;50;0;50;2;0;4;(-4.4, -0.9, -0.6) (0.0, 1.0, 0.0, -0.3);_;_;_;_;_;(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7);_;_;_;(-7.8, -0.9, -2.0) (0.0, 0.1, 0.0, 1.0);
495;data/screenshots/495_1_0_3_0_50_50_1_0_1.387595_1.830741_2.071321_3.032243_280.9889_172.2009_252.9748_284.0294_0_0_0_0_0_0_0_50_0_0_4.png;1;0;3;0;50;50;1;0;1.387595;1.830741;2.071321;3.032243;280.9889;172.2009;252.9748;284.0294;0;0;0;0;0;0;0;50;0;50;0;0;4;(-2.7, -0.9, -2.1) (0.0, 0.7, 0.0, -0.7);(-3.9, -0.9, -0.9) (0.0, 0.6, 0.0, 0.8);(-5.1, -0.9, -4.0) (0.0, 1.0, 0.0, -0.3);_;_;_;_;_;_;_;_;(-3.1, -0.9, -3.8) (0.0, 0.7, 0.0, 0.7);
496;data/screenshots/496_1_0_3_0_50_50_1_0_0.9262844_1.498973_3.645485_4.705529_264.2173_320.238_14.8757_220.4588_0_1_1_0_0_0_1_3.645485_0_0_4.png;1;0;3;0;50;50;1;0;0.9262844;1.498973;3.645485;4.705529;264.2173;320.238;14.8757;220.4588;0;1;1;0;0;0;1;3.645485;0;50;0;0;4;(-3.0, -0.9, -3.8) (0.0, 0.9, 0.0, 0.4);(-7.9, -0.9, -1.6) (0.0, 0.4, 0.0, -0.9);_;_;_;_;_;_;(-5.8, -0.9, -5.0) (0.0, 0.4, 0.0, -0.9);_;_;(-3.3, -0.9, -2.4) (0.0, -0.7, 0.0, 0.7);
497;data/screenshots/497_0_1_3_0_50_50_1_0_0_1.929726_1.9976_3.52057_273.5361_175.6194_149.5426_312.0155_0_0_0_0_0_0_0_50_0_2_4.png;0;1;3;0;50;50;1;0;0;1.929726;1.9976;3.52057;273.5361;175.6194;149.5426;312.0155;0;0;0;0;0;0;0;50;0;50;2;0;4;(-5.2, -0.9, -5.1) (0.0, 0.1, 0.0, 1.0);_;_;_;_;_;(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7);_;_;_;(-6.5, -0.9, -3.6) (0.0, 0.9, 0.0, -0.4);
498;data/screenshots/498_1_0_7_0_50_50_1_0_2.079079_2.649703_3.736433_3.80142_347.2695_292.6997_26.30999_36.79852_1_0_1_1_0_0_0_50_0_2_8.png;1;0;7;0;50;50;1;0;2.079079;2.649703;3.736433;3.80142;347.2695;292.6997;26.30999;36.79852;1;0;1;1;0;0;0;50;0;50;2;0;8;(-2.7, -0.9, -3.9) (0.0, 1.0, 0.0, 0.2);(-7.4, -0.9, -0.5) (0.0, 0.9, 0.0, 0.4);(-2.7, -0.9, -2.4) (0.0, 0.2, 0.0, 1.0);(-8.2, -0.9, -1.1) (0.0, 0.8, 0.0, 0.5);(-3.0, -0.9, -2.9) (0.0, 0.1, 0.0, -1.0);_;(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7);_;_;_;(-6.5, -0.9, -4.5) (0.0, 0.3, 0.0, 0.9);
499;data/screenshots/499_0_1_3_0_50_50_1_0_0_3.107712_4.61358_5.043113_128.4999_82.10567_84.54063_153.8683_0_0_0_0_0_0_0_50_0_0_4.png;0;1;3;0;50;50;1;0;0;3.107712;4.61358;5.043113;128.4999;82.10567;84.54063;153.8683;0;0;0;0;0;0;0;50;0;50;0;0;4;(-6.3, -0.9, -4.9) (0.0, 1.0, 0.0, 0.0);(-3.2, -0.9, -3.6) (0.0, 1.0, 0.0, 0.2);(-2.9, -0.9, -4.0) (0.0, 0.2, 0.0, 1.0);_;_;_;_;_;_;_;_;(-7.6, -0.9, -2.1) (0.0, 0.2, 0.0, 1.0);
500;data/screenshots/500_1_0_3_0_50_50_1_0_0.8081053_0.7482658_1.286094_3.37419_247.2809_57.84439_322.6382_20.18993_0_0_1_1_0_0_0_50_0_0_4.png;1;0;3;0;50;50;1;0;0.8081053;0.7482658;1.286094;3.37419;247.2809;57.84439;322.6382;20.18993;0;0;1;1;0;0;0;50;0;50;0;0;4;(-4.0, -0.9, -0.1) (0.0, 0.3, 0.0, 1.0);(-7.0, -0.9, -2.3) (0.0, 0.6, 0.0, -0.8);(-7.2, -0.9, -0.3) (0.0, 1.0, 0.0, 0.2);_;_;_;_;_;_;_;_;(-7.2, -0.9, -1.0) (0.0, 0.8, 0.0, 0.6);
501;data/screenshots/501_1_0_9_0_50_50_1_0_1.923625_0.5345029_0.6464525_0.8004957_80.00357_166.1057_235.2148_172.1935_0_0_0_0_0_0_2_0.8004957_0_1_10.png;1;0;9;0;50;50;1;0;1.923625;0.5345029;0.6464525;0.8004957;80.00357;166.1057;235.2148;172.1935;0;0;0;0;0;0;2;0.8004957;0;50;1;1;10;(-5.7, -0.9, -3.8) (0.0, 0.4, 0.0, 0.9);(-5.1, -0.9, -3.8) (0.0, 0.2, 0.0, -1.0);(-3.8, -0.9, -3.0) (0.0, 0.9, 0.0, 0.3);(-8.0, -0.9, -1.4) (0.0, 0.4, 0.0, -0.9);(-8.4, -0.9, -2.2) (0.0, 0.6, 0.0, 0.8);(-5.4, -0.9, -3.1) (0.0, 0.7, 0.0, 0.7);(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);_;(-6.3, -0.9, -4.6) (0.0, 0.3, 0.0, 0.9);(-6.5, -0.9, -3.6) (0.0, 0.1, 0.0, 1.0);_;(-5.9, -0.9, -3.2) (0.0, 0.0, 0.0, 1.0);
502;data/screenshots/502_0_1_5_0_50_50_1_0_0_0.4343965_0.6283604_1.724851_20.33527_216.4944_262.6495_174.74_1_0_0_0_0_0_2_0.4343965_1_0_7.png;0;1;5;0;50;50;1;0;0;0.4343965;0.6283604;1.724851;20.33527;216.4944;262.6495;174.74;1;0;0;0;0;0;2;0.4343965;1;2.682869;0;0;7;(-4.4, -0.9, -4.9) (0.0, 0.7, 0.0, 0.7);(-5.0, -0.9, -3.7) (0.0, 0.9, 0.0, -0.4);(-3.2, -0.9, -2.2) (0.0, 0.4, 0.0, -0.9);_;_;_;_;_;(-6.0, -0.9, -3.8) (0.0, 0.8, 0.0, -0.6);(-2.9, -0.9, -4.1) (0.0, 0.9, 0.0, -0.4);(-3.0, -0.9, -2.8) (0.0, 0.9, 0.0, -0.4);(-5.6, -0.9, -3.6) (0.0, 0.9, 0.0, -0.5);
503;data/screenshots/503_0_1_5_0_50_50_1_0_0_0.7854189_3.63972_3.683515_148.8267_177.4965_218.4254_111.5667_0_0_0_0_0_0_0_50_0_0_6.png;0;1;5;0;50;50;1;0;0;0.7854189;3.63972;3.683515;148.8267;177.4965;218.4254;111.5667;0;0;0;0;0;0;0;50;0;50;0;0;6;(-4.1, -0.9, -3.3) (0.0, 1.0, 0.0, 0.1);(-4.0, -0.9, -0.7) (0.0, 0.5, 0.0, -0.9);(-7.0, -0.9, -1.3) (0.0, 0.8, 0.0, 0.6);(-3.1, -0.9, -3.9) (0.0, 0.6, 0.0, -0.8);(-3.8, -0.9, -2.8) (0.0, 0.1, 0.0, 1.0);_;_;_;_;_;_;(-7.5, -0.9, -1.8) (0.0, -0.8, 0.0, 0.6);
504;data/screenshots/504_1_0_5_0_50_50_1_0_2.623364_0.8317063_2.101822_2.7686_266.9224_282.0465_169.6425_62.48909_0_0_0_0_0_0_0_50_1_0_7.png;1;0;5;0;50;50;1;0;2.623364;0.8317063;2.101822;2.7686;266.9224;282.0465;169.6425;62.48909;0;0;0;0;0;0;0;50;1;1.257408;0;0;7;(-7.5, -0.9, -2.0) (0.0, 0.2, 0.0, 1.0);(-3.8, -0.9, -0.8) (0.0, 0.1, 0.0, 1.0);(-3.3, -0.9, -2.0) (0.0, 0.6, 0.0, 0.8);(-5.1, -0.9, -4.7) (0.0, 1.0, 0.0, -0.2);(-4.1, -0.9, -4.8) (0.0, 0.9, 0.0, 0.5);_;_;_;_;_;(-3.0, -0.9, -3.7) (0.0, 1.0, 0.0, 0.2);(-2.6, -0.9, -2.5) (0.0, 0.4, 0.0, 0.9);
505;data/screenshots/505_1_0_4_0_50_50_1_0_1.660023_2.810912_3.873023_5.455141_27.19011_36.35152_70.11461_211.3993_1_1_0_0_1_1_0_50_0_0_5.png;1;0;4;0;50;50;1;0;1.660023;2.810912;3.873023;5.455141;27.19011;36.35152;70.11461;211.3993;1;1;0;0;1;1;0;50;0;50;0;0;5;(-8.4, -0.9, -0.1) (0.0, 1.0, 0.0, 0.1);(-5.1, -0.9, -4.2) (0.0, 1.0, 0.0, -0.3);(-6.3, -0.9, -4.2) (0.0, 0.8, 0.0, 0.6);(-8.0, -0.9, -1.6) (0.0, 0.9, 0.0, 0.3);_;_;_;_;_;_;_;(-2.7, -0.9, -2.8) (0.0, 1.0, 0.0, -0.3);
506;data/screenshots/506_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png;0;1;0;0;50;50;1;0;0;50;50;50;1000;1000;1000;1000;0;0;0;0;0;0;0;50;0;50;0;1;1;_;_;_;_;_;_;_;_;_;_;_;(-2.9, -0.9, -3.7) (0.0, -0.6, 0.0, 0.8);
507;data/screenshots/507_0_1_4_0_50_50_1_0_0_2.129741_2.566235_4.964973_251.5579_162.7906_224.9599_102.8817_0_0_0_0_0_0_0_50_1_1_6.png;0;1;4;0;50;50;1;0;0;2.129741;2.566235;4.964973;251.5579;162.7906;224.9599;102.8817;0;0;0;0;0;0;0;50;1;5.68862;1;0;6;(-5.6, -0.9, -4.7) (0.0, 0.1, 0.0, -1.0);(-8.0, -0.9, -2.6) (0.0, 0.8, 0.0, -0.6);(-2.7, -0.9, -3.3) (0.0, 1.0, 0.0, 0.2);_;_;_;(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);_;_;_;(-4.3, -0.9, -4.6) (0.0, 0.7, 0.0, -0.7);(-8.2, -0.9, -0.4) (0.0, -0.6, 0.0, 0.8);
508;data/screenshots/508_1_0_6_0_50_50_1_0_0.5015894_0.5607995_0.8432771_1.927459_183.7624_253.6023_349.9337_233.8768_0_0_1_0_1_1_1_0.5607995_0_0_7.png;1;0;6;0;50;50;1;0;0.5015894;0.5607995;0.8432771;1.927459;183.7624;253.6023;349.9337;233.8768;0;0;1;0;1;1;1;0.5607995;0;50;0;0;7;(-2.7, -0.9, -2.2) (0.0, 0.9, 0.0, 0.5);(-5.3, -0.9, -3.7) (0.0, 0.7, 0.0, 0.7);(-8.2, -0.9, -1.5) (0.0, 0.9, 0.0, -0.4);(-3.2, -0.9, -4.0) (0.0, 0.8, 0.0, -0.6);(-2.9, -0.9, -3.7) (0.0, 0.8, 0.0, -0.6);_;_;_;(-5.6, -0.9, -4.5) (0.0, 1.0, 0.0, -0.3);_;_;(-5.0, -0.9, -4.5) (-0.1, 0.7, 0.1, 0.7);
509;data/screenshots/509_1_0_4_0_50_50_1_0_0.560052_0.4226231_2.385973_3.840204_135.8786_354.8299_47.95178_221.7554_0_1_0_0_1_0_0_50_0_1_5.png;1;0;4;0;50;50;1;0;0.560052;0.4226231;2.385973;3.840204;135.8786;354.8299;47.95178;221.7554;0;1;0;0;1;0;0;50;0;50;1;0;5;(-7.2, -0.9, -2.4) (0.0, 0.4, 0.0, -0.9);(-2.9, -0.9, -2.8) (0.0, 0.0, 0.0, 1.0);(-5.5, -0.9, -3.3) (0.0, 0.8, 0.0, 0.6);_;_;_;(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);_;_;_;_;(-3.2, -0.9, -3.1) (0.0, -0.7, 0.0, 0.7);
510;data/screenshots/510_1_0_6_4_0.7440147_0_1_1_1.844514_0.7440147_0.7440147_0.7440147_11_101_191_0_1_0_0_1_1_1_0_50_0_0_7.png;1;0;6;4;0.7440147;0;1;1;1.844514;0.7440147;0.7440147;0.7440147;11;101;191;0;1;0;0;1;1;1;0;50;0;50;0;0;7;(-7.5, -0.9, -0.8) (0.0, 1.0, 0.0, 0.0);(-6.8, -0.9, -1.5) (0.0, -0.7, 0.0, 0.7);(-7.5, -0.9, -2.2) (0.0, 0.0, 0.0, 1.0);(-8.2, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7);(-5.3, -0.9, -3.2) (0.0, 0.6, 0.0, 0.8);(-4.1, -0.9, -4.1) (0.0, 0.2, 0.0, 1.0);_;_;_;_;_;(-7.5, -0.9, -1.5) (0.0, 0.1, 0.0, -1.0);
511;data/screenshots/511_1_0_5_0_50_50_1_0_1.481071_0.5071348_0.6219866_0.9472469_210.4_305.3746_46.46802_300.4_0_0_0_0_1_0_0_50_0_0_6.png;1;0;5;0;50;50;1;0;1.481071;0.5071348;0.6219866;0.9472469;210.4;305.3746;46.46802;300.4;0;0;0;0;1;0;0;50;0;50;0;0;6;(-3.9, -0.9, -3.3) (0.0, 0.2, 0.0, 1.0);(-4.1, -0.9, -2.2) (0.0, 0.8, 0.0, 0.6);(-4.4, -0.9, -1.4) (0.0, 0.8, 0.0, -0.6);(-2.7, -0.9, -3.0) (0.0, 0.3, 0.0, 1.0);(-2.9, -0.9, -2.3) (0.0, 0.7, 0.0, -0.7);_;_;_;_;_;_;(-3.2, -0.9, -2.7) (0.0, 1.0, 0.0, 0.0);
512;data/screenshots/512_0_1_7_5_0.6013459_4.184119_0_1_0_1.496946_3.632285_3.789912_298.3643_356.4876_334.1517_154.7689_0_1_1_0_0_0_0_50_0_1_8.png;0;1;7;5;0.6013459;4.184119;0;1;0;1.496946;3.632285;3.789912;298.3643;356.4876;334.1517;154.7689;0;1;1;0;0;0;0;50;0;50;1;0;8;(-5.5, -0.9, -3.4) (0.0, 1.0, 0.0, 0.0);(-4.9, -0.9, -3.8) (0.0, -0.8, 0.0, 0.6);(-5.1, -0.9, -4.5) (0.0, -0.3, 0.0, 1.0);(-5.9, -0.9, -4.5) (0.0, 0.3, 0.0, 1.0);(-6.1, -0.9, -3.8) (0.0, 0.8, 0.0, 0.6);(-4.3, -0.9, -2.7) (0.0, 0.3, 0.0, 0.9);(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);_;_;_;_;(-7.0, -0.9, -0.1) (0.0, 1.0, 0.0, 0.2);
513;data/screenshots/513_0_1_1_5_0.8116938_2.906962_0_1_0_2.097303_2.717321_2.814855_358.667_16.14258_343.7931_175.2208_1_1_1_0_0_0_0_50_0_1_7.png;0;1;1;5;0.8116938;2.906962;0;1;0;2.097303;2.717321;2.814855;358.667;16.14258;343.7931;175.2208;1;1;1;0;0;0;0;50;0;50;1;1;7;(-7.5, -0.9, -0.7) (0.0, 1.0, 0.0, 0.0);(-6.7, -0.9, -1.2) (0.0, -0.8, 0.0, 0.6);(-7.0, -0.9, -2.2) (0.0, -0.3, 0.0, 1.0);(-8.0, -0.9, -2.2) (0.0, 0.3, 0.0, 1.0);(-8.3, -0.9, -1.2) (0.0, 0.8, 0.0, 0.6);_;(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);_;_;_;_;(-5.7, -0.9, -3.7) (0.0, -0.3, 0.0, 0.9);
514;data/screenshots/514_0_1_3_0_50_50_0_0_0_0.6402987_1.227593_2.819726_60.18747_70.09744_306.5773_285.5343_0_0_0_0_0_0_0_50_0_0_4.png;0;1;3;0;50;50;0;0;0;0.6402987;1.227593;2.819726;60.18747;70.09744;306.5773;285.5343;0;0;0;0;0;0;0;50;0;50;0;0;4;(-5.9, -0.9, -4.5) (0.0, 0.1, 0.0, 1.0);(-3.2, -0.9, -3.0) (0.0, 0.8, 0.0, -0.6);(-2.9, -0.9, -2.4) (0.0, 0.8, 0.0, 0.6);_;_;_;_;_;_;_;_;(-3.2, -0.9, -3.6) (0.0, -0.5, 0.0, 0.9);
515;data/screenshots/515_1_0_0_0_50_50_0_0_0.9713762_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png;1;0;0;0;50;50;0;0;0.9713762;50;50;50;1000;1000;1000;1000;0;0;0;0;0;0;0;50;0;50;0;1;1;_;_;_;_;_;_;_;_;_;_;_;(-7.9, -0.9, -1.5) (0.0, 0.1, 0.0, 1.0);
516;data/screenshots/516_1_0_1_0_50_50_0_0_1.366893_1.774615_50_50_236.1661_1000_1000_324.6104_0_0_0_1_0_0_0_50_0_0_2.png;1;0;1;0;50;50;0;0;1.366893;1.774615;50;50;236.1661;1000;1000;324.6104;0;0;0;1;0;0;0;50;0;50;0;0;2;(-4.4, -0.9, -4.4) (0.0, 0.8, 0.0, 0.6);_;_;_;_;_;_;_;_;_;_;(-2.8, -0.9, -3.8) (0.0, 0.1, 0.0, 1.0);
517;data/screenshots/517_1_0_4_0_50_50_0_0_0.8436249_2.368999_2.606422_3.556421_265.2029_304.7016_36.22632_155.8133_0_0_1_0_0_0_0_50_0_0_5.png;1;0;4;0;50;50;0;0;0.8436249;2.368999;2.606422;3.556421;265.2029;304.7016;36.22632;155.8133;0;0;1;0;0;0;0;50;0;50;0;0;5;(-4.9, -0.9, -4.1) (0.0, 0.9, 0.0, -0.4);(-3.2, -0.9, -3.7) (0.0, 1.0, 0.0, 0.0);(-7.6, -0.9, -0.5) (0.0, 0.2, 0.0, -1.0);(-7.8, -0.9, -1.5) (0.0, 1.0, 0.0, 0.2);_;_;_;_;_;_;_;(-4.2, -0.9, -1.5) (0.0, -0.8, 0.0, 0.6);
518;data/screenshots/518_0_1_3_0_50_50_0_0_0_1.734468_2.611572_3.079412_342.3563_231.8515_329.9997_345.6881_1_0_1_1_0_0_1_2.611572_0_1_4.png;0;1;3;0;50;50;0;0;0;1.734468;2.611572;3.079412;342.3563;231.8515;329.9997;345.6881;1;0;1;1;0;0;1;2.611572;0;50;1;0;4;(-7.1, -0.9, -0.9) (0.0, 0.0, 0.0, 1.0);_;_;_;_;_;(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);_;(-3.1, -0.9, -2.7) (0.0, 0.1, 0.0, -1.0);_;_;(-4.1, -0.9, -0.2) (0.0, -0.6, 0.0, 0.8);
519;data/screenshots/519_0_1_4_3_0.9004577_4.469312_0_0_0_0.9801277_3.606264_4.784419_166.9951_176.3337_190.4662_13.15653_0_0_0_1_0_1_0_50_0_0_5.png;0;1;4;3;0.9004577;4.469312;0;0;0;0.9801277;3.606264;4.784419;166.9951;176.3337;190.4662;13.15653;0;0;0;1;0;1;0;50;0;50;0;0;5;(-7.5, -0.9, -0.6) (0.0, 1.0, 0.0, 0.0);(-6.7, -0.9, -2.0) (0.0, -0.5, 0.0, 0.9);(-8.3, -0.9, -2.0) (0.0, 0.5, 0.0, 0.9);(-4.2, -0.9, -2.6) (0.0, 0.6, 0.0, 0.8);_;_;_;_;_;_;_;(-3.2, -0.9, -2.7) (0.0, -0.8, 0.0, -0.6);
520;data/screenshots/520_1_0_6_0_50_50_0_0_1.242037_2.464623_4.115704_4.151886_212.78_227.1965_161.0794_4.936554_0_0_0_1_1_0_0_50_0_0_7.png;1;0;6;0;50;50;0;0;1.242037;2.464623;4.115704;4.151886;212.78;227.1965;161.0794;4.936554;0;0;0;1;1;0;0;50;0;50;0;0;7;(-6.1, -0.9, -3.2) (0.0, 0.5, 0.0, -0.9);(-4.2, -0.9, -0.6) (0.0, 0.3, 0.0, -1.0);(-5.5, -0.9, -4.9) (0.0, 0.3, 0.0, -0.9);(-3.8, -0.9, -2.6) (0.0, 0.7, 0.0, 0.7);(-2.9, -0.9, -2.3) (0.0, 0.0, 0.0, -1.0);(-3.0, -0.9, -3.7) (0.0, 1.0, 0.0, -0.3);_;_;_;_;_;(-8.1, -0.9, -1.8) (0.0, -0.7, 0.0, 0.7);
521;data/screenshots/521_1_0_5_4_0.6108031_0_1_1_1.427832_0.6108031_0.6108031_0.6108031_184_274_4_0_0_0_1_1_1_1_0_50_0_0_6.png;1;0;5;4;0.6108031;0;1;1;1.427832;0.6108031;0.6108031;0.6108031;184;274;4;0;0;0;1;1;1;1;0;50;0;50;0;0;6;(-4.0, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0);(-3.4, -0.9, -2.5) (0.0, -0.7, 0.0, 0.7);(-4.0, -0.9, -3.1) (0.0, 0.0, 0.0, 1.0);(-4.6, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7);(-4.8, -0.9, -4.9) (0.0, 1.0, 0.0, 0.2);_;_;_;_;_;_;(-4.0, -0.9, -2.5) (0.0, 1.0, 0.0, 0.0);
522;data/screenshots/522_1_0_2_4_0.9628377_0_1_1_2.914505_0.9628377_0.9628377_0.9628377_106_196_286_0_0_0_0_1_1_1_0_50_1_2_8.png;1;0;2;4;0.9628377;0;1;1;2.914505;0.9628377;0.9628377;0.9628377;106;196;286;0;0;0;0;1;1;1;0;50;1;1.701729;2;0;8;(-3.0, -0.9, -2.0) (0.0, 1.0, 0.0, 0.0);(-2.0, -0.9, -3.0) (0.0, -0.7, 0.0, 0.7);(-3.0, -0.9, -4.0) (0.0, 0.0, 0.0, 1.0);(-4.0, -0.9, -3.0) (0.0, 0.7, 0.0, 0.7);_;_;(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7);(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7);_;_;(-3.8, -0.9, -1.5) (0.0, 1.0, 0.0, 0.2);(-3.0, -0.9, -3.0) (0.0, 0.8, 0.0, -0.6);
523;data/screenshots/523_1_0_3_0_50_50_1_0_1.810546_2.113771_2.55795_3.175158_141.0622_270.6113_304.5924_20.06216_0_0_0_1_0_0_0_50_0_0_4.png;1;0;3;0;50;50;1;0;1.810546;2.113771;2.55795;3.175158;141.0622;270.6113;304.5924;20.06216;0;0;0;1;0;0;0;50;0;50;0;0;4;(-4.4, -0.9, -1.7) (0.0, 1.0, 0.0, 0.3);(-8.3, -0.9, -0.1) (0.0, 0.9, 0.0, 0.5);(-4.4, -0.9, -3.5) (0.0, 0.6, 0.0, 0.8);_;_;_;_;_;_;_;_;(-7.0, -0.9, -1.7) (0.0, 1.0, 0.0, 0.0);
524;data/screenshots/524_1_0_6_0_50_50_1_0_0.7414659_1.285857_1.843059_2.520389_194.9889_358.2045_342.0826_353.5814_0_1_1_1_0_1_0_50_1_0_8.png;1;0;6;0;50;50;1;0;0.7414659;1.285857;1.843059;2.520389;194.9889;358.2045;342.0826;353.5814;0;1;1;1;0;1;0;50;1;4.490855;0;0;8;(-3.2, -0.9, -2.6) (0.0, 0.8, 0.0, 0.6);(-4.9, -0.9, -3.0) (0.0, 0.7, 0.0, -0.7);(-2.8, -0.9, -3.3) (0.0, 0.6, 0.0, -0.8);(-5.4, -0.9, -4.4) (0.0, 1.0, 0.0, -0.3);(-8.2, -0.9, -1.3) (0.0, 1.0, 0.0, 0.3);(-5.8, -0.9, -3.3) (0.0, 0.1, 0.0, -1.0);_;_;_;_;(-3.2, -0.9, -4.0) (0.0, 0.5, 0.0, -0.8);(-7.3, -0.9, -2.3) (0.0, 0.9, 0.0, 0.5);
525;data/screenshots/525_0_1_3_0_50_50_1_0_0_0.6722708_1.79663_3.380664_245.1484_183.8172_148.0422_344.9453_0_0_0_1_1_0_0_50_0_0_4.png;0;1;3;0;50;50;1;0;0;0.6722708;1.79663;3.380664;245.1484;183.8172;148.0422;344.9453;0;0;0;1;1;0;0;50;0;50;0;0;4;(-6.3, -0.9, -3.8) (0.0, 0.9, 0.0, 0.5);(-2.8, -0.9, -3.2) (0.0, 1.0, 0.0, -0.2);(-4.4, -0.9, -2.8) (0.0, 0.7, 0.0, 0.7);_;_;_;_;_;_;_;_;(-2.9, -0.9, -3.8) (0.0, 0.9, 0.0, 0.5);
526;data/screenshots/526_1_0_4_0_50_50_1_0_1.215895_1.404575_1.939447_2.8428_195.6363_14.73148_141.8457_182.2504_0_1_0_0_0_0_0_50_0_0_5.png;1;0;4;0;50;50;1;0;1.215895;1.404575;1.939447;2.8428;195.6363;14.73148;141.8457;182.2504;0;1;0;0;0;0;0;50;0;50;0;0;5;(-4.9, -0.9, -5.0) (0.0, 0.9, 0.0, 0.3);(-2.9, -0.9, -3.8) (0.0, 0.2, 0.0, -1.0);(-3.0, -0.9, -2.5) (0.0, 0.9, 0.0, 0.4);(-7.0, -0.9, -2.4) (0.0, 0.6, 0.0, 0.8);_;_;_;_;_;_;_;(-5.8, -0.9, -3.9) (0.0, -0.4, 0.0, 0.9);
