Stamp,File Path,Using circle,Using arrow,Number of people,Number of people in group,Group radius,Distance to group,Robot within group?,Robot facing group?,Robot work radius,Distance to closest human,Distance to 2nd closest human,Distance to 3rd closest human,Direction to closest human,Direction to 2nd closest human,Direction to 3rd closest human,Direction from closest human to robot,Robot facing closest human?,Robot facing 2nd closest human?,Robot facing 3rd closest human?,Closest human facing robot?,2nd closest human facing robot?,3d closest human facing robot?,Number of children,Distance to closest child,Number of animals,Distance to closest animal,Number of people sitting/laying in sofa?,Music playing?,Number of agents in scene,PosRot1,PosRot2,PosRot3,PosRot4,PosRot5,PosRot6,PosRot7,PosRot8,PosRot9,PosRot10,PosRot11,PosRotPepper,
185,data/screenshots/185_0_1_8_5_0.7455942_0_1_1_0_0.7455941_0.7455941_0.7455942_234_90_306_0_0_0_0_1_1_1_0_50_0_2_9.png,0,1,8,5,0.7455942,0,1,1,0,0.7455941,0.7455941,0.7455942,234,90,306,0,0,0,0,1,1,1,0,50,0,50,2,0,9,"(-4.0, -0.9, -1.8) (0.0, 1.0, 0.0, 0.0)","(-3.3, -0.9, -2.3) (0.0, -0.8, 0.0, 0.6)","(-3.6, -0.9, -3.1) (0.0, -0.3, 0.0, 1.0)","(-4.4, -0.9, -3.1) (0.0, 0.3, 0.0, 1.0)","(-4.7, -0.9, -2.3) (0.0, 0.8, 0.0, 0.6)","(-6.0, -0.9, -4.7) (0.0, 0.3, 0.0, -1.0)","(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,_,_,"(-4.0, -0.9, -2.5) (0.0, 1.0, 0.0, -0.2)",
186,data/screenshots/186_1_0_2_5_0.7738764_0_1_1_2.54979_0.7738763_0.7738763_0.7738763_360_72.00002_144_0_1_0_0_1_1_1_0_50_1_2_9.png,1,0,2,5,0.7738764,0,1,1,2.54979,0.7738763,0.7738763,0.7738763,360,72.00002,144,0,1,0,0,1,1,1,0,50,1,3.223135,2,0,9,"(-4.0, -0.9, -1.7) (0.0, 1.0, 0.0, 0.0)","(-3.3, -0.9, -2.3) (0.0, -0.8, 0.0, 0.6)","(-3.5, -0.9, -3.1) (0.0, -0.3, 0.0, 1.0)","(-4.5, -0.9, -3.1) (0.0, 0.3, 0.0, 1.0)","(-4.7, -0.9, -2.3) (0.0, 0.8, 0.0, 0.6)",_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,_,"(-7.1, -0.9, -1.5) (0.0, 0.4, 0.0, 0.9)","(-4.0, -0.9, -2.5) (0.0, 1.0, 0.0, 0.3)",
187,data/screenshots/187_0_1_7_0_50_50_1_0_0_0.6862591_1.05208_2.017921_210.3279_252.8304_253.0505_281.3279_0_0_0_0_1_1_2_2.017921_0_0_8.png,0,1,7,0,50,50,1,0,0,0.6862591,1.05208,2.017921,210.3279,252.8304,253.0505,281.3279,0,0,0,0,1,1,2,2.017921,0,50,0,0,8,"(-3.1, -0.9, -2.8) (0.0, 0.8, 0.0, 0.5)","(-7.8, -0.9, -1.1) (0.0, 0.3, 0.0, 0.9)","(-2.9, -0.9, -2.0) (0.0, 0.1, 0.0, -1.0)","(-8.3, -0.9, -1.6) (0.0, 0.5, 0.0, 0.8)","(-4.2, -0.9, -2.9) (0.0, 0.8, 0.0, -0.6)",_,_,_,"(-8.3, -0.9, -2.6) (0.0, 0.0, 0.0, 1.0)","(-4.0, -0.9, -0.5) (0.0, 1.0, 0.0, -0.1)",_,"(-8.3, -0.9, -0.6) (0.0, -0.6, 0.0, 0.8)",
188,data/screenshots/188_1_0_4_0_50_50_1_0_1.184708_0.8242173_1.238118_1.563581_227.3733_112.1217_74.02182_159.4238_0_0_0_0_0_0_1_1.238118_0_0_5.png,1,0,4,0,50,50,1,0,1.184708,0.8242173,1.238118,1.563581,227.3733,112.1217,74.02182,159.4238,0,0,0,0,0,0,1,1.238118,0,50,0,0,5,"(-4.2, -0.9, -3.1) (0.0, 0.6, 0.0, 0.8)","(-6.6, -0.9, -3.6) (0.0, 0.1, 0.0, -1.0)","(-6.3, -0.9, -4.0) (0.0, 0.2, 0.0, -1.0)",_,_,_,_,_,"(-5.9, -0.9, -3.1) (0.0, 0.5, 0.0, -0.9)",_,_,"(-4.8, -0.9, -3.6) (0.0, 1.0, 0.0, 0.0)",
189,data/screenshots/189_0_1_1_0_50_50_1_0_0_2.7311_50_50_244.0247_1000_1000_62.19687_0_0_0_0_0_0_0_50_0_0_2.png,0,1,1,0,50,50,1,0,0,2.7311,50,50,244.0247,1000,1000,62.19687,0,0,0,0,0,0,0,50,0,50,0,0,2,"(-4.3, -0.9, -3.3) (0.0, 0.5, 0.0, -0.8)",_,_,_,_,_,_,_,_,_,_,"(-4.4, -0.9, -0.6) (0.0, -0.6, 0.0, 0.8)",
190,data/screenshots/190_0_1_3_0_50_50_1_0_0_0.4913013_1.275493_1.554501_201.988_12.90028_148.7885_52.18488_0_1_0_0_0_0_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,0.4913013,1.275493,1.554501,201.988,12.90028,148.7885,52.18488,0,1,0,0,0,0,0,50,0,50,0,0,4,"(-3.8, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7)","(-3.2, -0.9, -4.0) (0.0, 1.0, 0.0, 0.1)","(-2.8, -0.9, -2.3) (0.0, 1.0, 0.0, 0.3)",_,_,_,_,_,_,_,_,"(-3.0, -0.9, -2.8) (0.0, 1.0, 0.0, 0.0)",
191,data/screenshots/191_1_0_4_0_50_50_1_0_2.063536_0.8046347_2.021775_3.286909_344.2921_289.735_234.2092_161.477_1_0_0_0_0_0_0_50_1_0_6.png,1,0,4,0,50,50,1,0,2.063536,0.8046347,2.021775,3.286909,344.2921,289.735,234.2092,161.477,1,0,0,0,0,0,0,50,1,0.525363,0,0,6,"(-6.0, -0.9, -3.8) (0.0, 1.0, 0.0, -0.2)","(-2.8, -0.9, -2.1) (0.0, 0.2, 0.0, 1.0)","(-6.5, -0.9, -4.8) (0.0, 0.8, 0.0, -0.6)","(-4.4, -0.9, -1.6) (0.0, 0.5, 0.0, -0.8)",_,_,_,_,_,_,"(-3.0, -0.9, -2.4) (0.0, 0.5, 0.0, -0.9)","(-2.8, -0.9, -2.9) (0.0, 0.2, 0.0, 1.0)",
192,data/screenshots/192_0_1_5_0_50_50_1_0_0_0.8514081_1.34126_1.559825_238.3482_104.7861_273.7708_135.2681_0_0_0_0_0_0_0_50_0_1_6.png,0,1,5,0,50,50,1,0,0,0.8514081,1.34126,1.559825,238.3482,104.7861,273.7708,135.2681,0,0,0,0,0,0,0,50,0,50,1,0,6,"(-8.4, -0.9, -1.1) (0.0, 0.4, 0.0, 0.9)","(-3.9, -0.9, -4.0) (0.0, 0.9, 0.0, -0.4)","(-4.8, -0.9, -4.4) (0.0, 1.0, 0.0, -0.3)","(-2.7, -0.9, -2.4) (0.0, 0.5, 0.0, -0.8)",_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,_,_,"(-3.8, -0.9, -3.2) (0.0, -0.4, 0.0, 0.9)",
193,data/screenshots/193_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,0,0,0,0,0,0,0,50,0,50,0,0,1,_,_,_,_,_,_,_,_,_,_,_,"(-2.9, -0.9, -2.8) (0.0, 0.5, 0.0, 0.9)",
194,data/screenshots/194_1_0_0_0_50_50_1_0_2.073651_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,1,0,0,0,50,50,1,0,2.073651,50,50,50,1000,1000,1000,1000,0,0,0,0,0,0,0,50,0,50,0,0,1,_,_,_,_,_,_,_,_,_,_,_,"(-8.5, -0.9, -0.6) (0.0, 0.5, 0.0, 0.9)",
195,data/screenshots/195_0_1_5_3_0.9325957_0_1_1_0_0.9325956_0.9325957_0.9325958_335_95_215_0_1_0_0_1_1_0_0_50_0_0_6.png,0,1,5,3,0.9325957,0,1,1,0,0.9325956,0.9325957,0.9325958,335,95,215,0,1,0,0,1,1,0,0,50,0,50,0,0,6,"(-5.5, -0.9, -3.1) (0.0, 1.0, 0.0, 0.0)","(-4.7, -0.9, -4.5) (0.0, -0.5, 0.0, 0.9)","(-6.3, -0.9, -4.5) (0.0, 0.5, 0.0, 0.9)","(-4.1, -0.9, -1.1) (0.0, 0.9, 0.0, 0.3)","(-7.7, -0.9, -1.0) (0.0, 0.9, 0.0, -0.4)",_,_,_,_,_,_,"(-5.5, -0.9, -4.0) (0.0, 0.7, 0.0, -0.7)",
196,data/screenshots/196_1_0_4_3_0.7367138_0_1_1_2.54247_0.7367137_0.7367137_0.7367139_292_52_172_0_0_0_0_1_1_0_0_50_0_2_6.png,1,0,4,3,0.7367138,0,1,1,2.54247,0.7367137,0.7367137,0.7367139,292,52,172,0,0,0,0,1,1,0,0,50,0,50,2,0,6,"(-5.5, -0.9, -3.3) (0.0, 1.0, 0.0, 0.0)","(-4.9, -0.9, -4.4) (0.0, -0.5, 0.0, 0.9)","(-6.1, -0.9, -4.4) (0.0, 0.5, 0.0, 0.9)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,_,_,"(-5.5, -0.9, -4.0) (0.0, 1.0, 0.0, -0.1)",
197,data/screenshots/197_0_1_7_4_0.6324034_0_1_1_0_0.6324034_0.6324034_0.6324034_274_4_94_0_0_1_0_1_1_1_0_50_0_2_8.png,0,1,7,4,0.6324034,0,1,1,0,0.6324034,0.6324034,0.6324034,274,4,94,0,0,1,0,1,1,1,0,50,0,50,2,0,8,"(-4.0, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0)","(-3.4, -0.9, -2.5) (0.0, -0.7, 0.0, 0.7)","(-4.0, -0.9, -3.1) (0.0, 0.0, 0.0, 1.0)","(-4.6, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7)","(-7.8, -0.9, -1.9) (0.0, 0.5, 0.0, -0.9)",_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,_,_,"(-4.0, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7)",
198,data/screenshots/198_0_1_4_0_50_50_1_0_0_1.534389_1.559092_2.439049_10.33766_76.99683_67.93211_323.3377_1_0_0_1_1_0_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,1.534389,1.559092,2.439049,10.33766,76.99683,67.93211,323.3377,1,0,0,1,1,0,0,50,0,50,0,0,5,"(-3.0, -0.9, -3.7) (0.0, 0.4, 0.0, 0.9)","(-7.3, -0.9, -2.4) (0.0, 0.8, 0.0, -0.6)","(-5.0, -0.9, -3.1) (0.0, 0.2, 0.0, -1.0)","(-4.3, -0.9, -2.5) (0.0, 0.3, 0.0, 0.9)",_,_,_,_,_,_,_,"(-2.8, -0.9, -2.1) (0.0, 1.0, 0.0, 0.0)",
199,data/screenshots/199_1_0_8_4_0.5211625_1.403292_0_0_2.804343_0.6990575_1.082593_1.114592_336.2896_160.814_199.9791_291.2374_1_0_0_0_1_0_0_50_0_2_9.png,1,0,8,4,0.5211625,1.403292,0,0,2.804343,0.6990575,1.082593,1.114592,336.2896,160.814,199.9791,291.2374,1,0,0,0,1,0,0,50,0,50,2,0,9,"(-3.0, -0.9, -2.5) (0.0, 1.0, 0.0, 0.0)","(-2.5, -0.9, -3.0) (0.0, -0.7, 0.0, 0.7)","(-3.0, -0.9, -3.5) (0.0, 0.0, 0.0, 1.0)","(-3.5, -0.9, -3.0) (0.0, 0.7, 0.0, 0.7)","(-4.3, -0.9, -4.6) (0.0, 0.7, 0.0, 0.7)","(-6.5, -0.9, -3.9) (0.0, 0.0, 0.0, 1.0)","(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,_,_,"(-4.0, -0.9, -4.0) (0.0, 0.9, 0.0, -0.4)",
200,data/screenshots/200_1_0_5_0_50_50_0_0_0.5243661_0.8822433_0.9668573_1.628335_207.0674_136.4556_7.514114_65.30472_0_0_1_0_0_0_0_50_0_2_6.png,1,0,5,0,50,50,0,0,0.5243661,0.8822433,0.9668573,1.628335,207.0674,136.4556,7.514114,65.30472,0,0,1,0,0,0,0,50,0,50,2,0,6,"(-5.8, -0.9, -4.4) (0.0, 0.9, 0.0, 0.5)","(-4.3, -0.9, -2.4) (0.0, 1.0, 0.0, 0.1)","(-3.9, -0.9, -0.3) (0.0, 0.4, 0.0, 0.9)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,_,_,"(-4.9, -0.9, -3.0) (0.0, 1.0, 0.0, -0.2)",
201,data/screenshots/201_1_0_0_0_50_50_0_0_1.677813_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,1,0,0,0,50,50,0,0,1.677813,50,50,50,1000,1000,1000,1000,0,0,0,0,0,0,0,50,0,50,0,0,1,_,_,_,_,_,_,_,_,_,_,_,"(-8.4, -0.9, -2.6) (-0.1, -0.2, 0.0, 1.0)",
202,data/screenshots/202_0_1_2_0_50_50_0_0_0_0.4814477_4.77917_50_133.2442_304.43_1000_205.9371_0_0_0_0_0_0_0_50_1_0_4.png,0,1,2,0,50,50,0,0,0,0.4814477,4.77917,50,133.2442,304.43,1000,205.9371,0,0,0,0,0,0,0,50,1,1.295552,0,0,4,"(-7.9, -0.9, -1.2) (0.0, 0.9, 0.0, 0.5)","(-2.8, -0.9, -2.6) (0.0, 0.7, 0.0, 0.7)",_,_,_,_,_,_,_,_,"(-2.7, -0.9, -3.6) (0.0, 0.1, 0.0, 1.0)","(-3.2, -0.9, -2.4) (-0.1, -0.2, 0.0, 1.0)",
203,data/screenshots/203_0_1_1_0_50_50_0_0_0_2.793144_50_50_150.7553_1000_1000_185.6925_0_0_0_0_0_0_0_50_0_0_2.png,0,1,1,0,50,50,0,0,0,2.793144,50,50,150.7553,1000,1000,185.6925,0,0,0,0,0,0,0,50,0,50,0,0,2,"(-5.4, -0.9, -4.3) (0.0, 0.8, 0.0, -0.6)",_,_,_,_,_,_,_,_,_,_,"(-2.7, -0.9, -4.0) (0.0, 0.8, 0.0, 0.6)",
204,data/screenshots/204_1_0_8_4_0.5775556_0_1_1_2.543657_0.5775556_0.5775557_0.5775557_282_12_102_0_0_1_0_1_1_1_2_2.402568_0_0_9.png,1,0,8,4,0.5775556,0,1,1,2.543657,0.5775556,0.5775557,0.5775557,282,12,102,0,0,1,0,1,1,1,2,2.402568,0,50,0,0,9,"(-7.5, -0.9, -0.9) (0.0, 1.0, 0.0, 0.0)","(-6.9, -0.9, -1.5) (0.0, -0.7, 0.0, 0.7)","(-7.5, -0.9, -2.1) (0.0, 0.0, 0.0, 1.0)","(-8.1, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7)","(-2.9, -0.9, -3.8) (0.0, 0.3, 0.0, -1.0)","(-3.8, -0.9, -1.0) (0.0, 1.0, 0.0, -0.2)",_,_,"(-5.9, -0.9, -4.9) (0.0, 1.0, 0.0, -0.1)","(-6.5, -0.9, -3.7) (0.0, 1.0, 0.0, 0.0)",_,"(-7.5, -0.9, -1.5) (0.0, 0.6, 0.0, 0.8)",
205,data/screenshots/205_1_0_7_0_50_50_1_0_1.11476_1.61597_1.666475_2.196234_108.1799_224.121_75.08688_25.17989_0_0_0_1_0_0_1_1.61597_0_0_8.png,1,0,7,0,50,50,1,0,1.11476,1.61597,1.666475,2.196234,108.1799,224.121,75.08688,25.17989,0,0,0,1,0,0,1,1.61597,0,50,0,0,8,"(-7.4, -0.9, -1.4) (0.0, 1.0, 0.0, 0.2)","(-6.2, -0.9, -5.0) (0.0, 0.8, 0.0, 0.6)","(-3.2, -0.9, -2.3) (0.0, 0.6, 0.0, -0.8)","(-3.0, -0.9, -3.2) (0.0, 1.0, 0.0, 0.1)","(-7.1, -0.9, -1.1) (0.0, 0.3, 0.0, -1.0)","(-8.2, -0.9, -0.2) (0.0, 0.1, 0.0, 1.0)",_,_,"(-5.7, -0.9, -3.9) (0.0, 0.7, 0.0, 0.7)",_,_,"(-4.1, -0.9, -4.4) (0.0, 1.0, 0.0, 0.0)",
206,data/screenshots/206_1_0_2_0_50_50_1_0_1.307129_0.7387353_2.112453_50_112.0483_331.1597_1000_24.22821_0_1_0_1_0_0_0_50_1_0_4.png,1,0,2,0,50,50,1,0,1.307129,0.7387353,2.112453,50,112.0483,331.1597,1000,24.22821,0,1,0,1,0,0,0,50,1,1.78397,0,0,4,"(-5.2, -0.9, -4.6) (0.0, 0.8, 0.0, -0.6)","(-2.7, -0.9, -3.6) (0.0, 1.0, 0.0, -0.1)",_,_,_,_,_,_,_,_,"(-3.1, -0.9, -2.4) (0.0, 0.8, 0.0, -0.5)","(-3.2, -0.9, -4.2) (0.0, -0.6, 0.0, 0.8)",
207,data/screenshots/207_0_1_1_0_50_50_1_0_0_3.632128_50_50_17.66162_1000_1000_322.8898_1_0_0_1_0_0_0_50_0_0_2.png,0,1,1,0,50,50,1,0,0,3.632128,50,50,17.66162,1000,1000,322.8898,1,0,0,1,0,0,0,50,0,50,0,0,2,"(-3.1, -0.9, -2.5) (0.0, 0.7, 0.0, -0.7)",_,_,_,_,_,_,_,_,_,_,"(-6.1, -0.9, -4.5) (0.0, 0.3, 0.0, 0.9)",
208,data/screenshots/208_0_1_3_0_50_50_1_0_0_2.918814_5.492038_5.616138_183.5541_241.4726_226.001_273.444_0_0_0_0_0_0_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,2.918814,5.492038,5.616138,183.5541,241.4726,226.001,273.444,0,0,0,0,0,0,0,50,0,50,0,0,4,"(-8.5, -0.9, -1.7) (0.0, 1.0, 0.0, -0.2)","(-5.6, -0.9, -4.5) (0.0, 1.0, 0.0, 0.3)","(-7.8, -0.9, -0.4) (0.0, 1.0, 0.0, 0.1)",_,_,_,_,_,_,_,_,"(-3.0, -0.9, -3.1) (0.0, 0.5, 0.0, 0.9)",
209,data/screenshots/209_0_1_3_0_50_50_1_0_0_1.036216_3.162349_4.151051_206.5853_207.6476_200.4783_161.9477_0_0_0_0_0_0_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,1.036216,3.162349,4.151051,206.5853,207.6476,200.4783,161.9477,0,0,0,0,0,0,0,50,0,50,0,0,4,"(-5.3, -0.9, -4.1) (0.0, 0.3, 0.0, -1.0)","(-6.3, -0.9, -3.6) (0.0, 0.7, 0.0, -0.7)","(-7.4, -0.9, -1.8) (0.0, 1.0, 0.0, 0.1)",_,_,_,_,_,_,_,_,"(-8.0, -0.9, -1.0) (0.0, -0.5, 0.0, 0.9)",
210,data/screenshots/210_1_0_6_0_50_50_1_0_0.9348031_0.605999_1.225727_1.473474_60.01944_109.121_122.8378_174.9671_0_0_0_0_0_0_2_0.605999_0_1_7.png,1,0,6,0,50,50,1,0,0.9348031,0.605999,1.225727,1.473474,60.01944,109.121,122.8378,174.9671,0,0,0,0,0,0,2,0.605999,0,50,1,0,7,"(-7.7, -0.9, -0.6) (0.0, 0.2, 0.0, -1.0)","(-4.2, -0.9, -3.4) (0.0, 0.9, 0.0, -0.4)","(-5.3, -0.9, -4.3) (0.0, 0.4, 0.0, -0.9)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,"(-3.0, -0.9, -3.9) (0.0, 1.0, 0.0, -0.3)","(-3.9, -0.9, -3.6) (0.0, 0.2, 0.0, 1.0)",_,"(-2.7, -0.9, -3.3) (0.0, 1.0, 0.0, 0.3)",
211,data/screenshots/211_0_1_6_0_50_50_1_0_0_0.9237428_1.209506_1.386166_73.47983_165.3133_230.6191_333.5485_0_0_0_1_0_0_0_50_0_0_7.png,0,1,6,0,50,50,1,0,0,0.9237428,1.209506,1.386166,73.47983,165.3133,230.6191,333.5485,0,0,0,1,0,0,0,50,0,50,0,1,7,"(-4.4, -0.9, -2.4) (0.0, 1.0, 0.0, 0.0)","(-4.2, -0.9, -1.4) (0.0, 0.4, 0.0, 0.9)","(-2.9, -0.9, -2.6) (0.0, 0.6, 0.0, 0.8)","(-3.8, -0.9, -1.1) (0.0, 0.6, 0.0, -0.8)","(-2.8, -0.9, -4.0) (0.0, 0.6, 0.0, 0.8)","(-4.2, -0.9, -0.3) (0.0, 0.8, 0.0, 0.5)",_,_,_,_,_,"(-3.9, -0.9, -3.2) (0.0, -0.8, 0.0, 0.6)",
212,data/screenshots/212_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,0,0,0,0,0,0,0,50,0,50,0,1,1,_,_,_,_,_,_,_,_,_,_,_,"(-4.4, -0.9, -3.8) (0.0, 0.9, 0.0, 0.5)",
213,data/screenshots/213_1_0_3_0_50_50_1_0_2.606797_1.570402_2.076898_4.690815_296.2033_358.5289_356.9237_239.6115_0_1_1_0_0_0_0_50_0_2_4.png,1,0,3,0,50,50,1,0,2.606797,1.570402,2.076898,4.690815,296.2033,358.5289,356.9237,239.6115,0,1,1,0,0,0,0,50,0,50,2,1,4,"(-3.0, -0.9, -3.5) (0.0, 0.5, 0.0, 0.9)",_,_,_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,_,_,"(-7.0, -0.9, -0.9) (0.0, 0.9, 0.0, 0.5)",
214,data/screenshots/214_0_1_3_0_50_50_1_0_0_1.51264_2.171871_4.189106_229.1813_346.0597_293.7205_35.39795_0_1_0_1_1_0_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,1.51264,2.171871,4.189106,229.1813,346.0597,293.7205,35.39795,0,1,0,1,1,0,0,50,0,50,0,0,4,"(-7.7, -0.9, -0.9) (0.0, 0.9, 0.0, 0.4)","(-4.0, -0.9, -0.2) (0.0, 0.8, 0.0, -0.7)","(-5.5, -0.9, -3.2) (0.0, 0.8, 0.0, -0.6)",_,_,_,_,_,_,_,_,"(-7.5, -0.9, -2.4) (0.0, 0.9, 0.0, 0.5)",
215,data/screenshots/215_0_1_4_3_0.5162592_4.040559_0_0_0_2.002332_3.574023_4.128891_229.4732_176.6665_187.1397_248.7358_0_0_0_0_0_0_0_50_0_0_5.png,0,1,4,3,0.5162592,4.040559,0,0,0,2.002332,3.574023,4.128891,229.4732,176.6665,187.1397,248.7358,0,0,0,0,0,0,0,50,0,50,0,1,5,"(-5.5, -0.9, -3.5) (0.0, 1.0, 0.0, 0.0)","(-5.1, -0.9, -4.3) (0.0, -0.5, 0.0, 0.9)","(-5.9, -0.9, -4.3) (0.0, 0.5, 0.0, 0.9)","(-8.0, -0.9, -2.1) (0.0, 0.9, 0.0, 0.4)",_,_,_,_,_,_,_,"(-7.1, -0.9, -0.3) (0.0, 0.2, 0.0, -1.0)",
216,data/screenshots/216_0_1_0_3_0.8632484_0_1_1_0_0.8632483_0.8632483_0.8632485_7_127_247_0_1_0_0_1_1_1_0_50_0_0_4.png,0,1,0,3,0.8632484,0,1,1,0,0.8632483,0.8632483,0.8632485,7,127,247,0,1,0,0,1,1,1,0,50,0,50,0,0,4,"(-5.5, -0.9, -3.1) (0.0, 1.0, 0.0, 0.0)","(-4.8, -0.9, -4.4) (0.0, -0.5, 0.0, 0.9)","(-6.2, -0.9, -4.4) (0.0, 0.5, 0.0, 0.9)",_,_,_,_,_,_,_,_,"(-5.5, -0.9, -4.0) (0.0, 0.1, 0.0, -1.0)",
217,data/screenshots/217_0_1_4_0_50_50_1_0_0_0.8744774_2.793441_3.09815_27.54941_32.76059_11.15344_188.5494_1_1_1_0_0_0_0_50_1_0_6.png,0,1,4,0,50,50,1,0,0,0.8744774,2.793441,3.09815,27.54941,32.76059,11.15344,188.5494,1,1,1,0,0,0,0,50,1,2.620486,0,0,6,"(-5.9, -0.9, -3.1) (0.0, 1.0, 0.0, 0.3)","(-8.5, -0.9, -2.1) (0.0, 0.6, 0.0, -0.8)","(-4.0, -0.9, -3.2) (0.0, 0.8, 0.0, -0.6)","(-6.0, -0.9, -4.2) (0.0, 0.7, 0.0, -0.7)",_,_,_,_,_,_,"(-4.3, -0.9, -0.9) (0.0, 1.0, 0.0, -0.3)","(-3.1, -0.9, -3.2) (0.0, -0.9, 0.0, 0.5)",
218,data/screenshots/218_1_0_8_4_0.5409702_4.619498_0_0_1.692014_0.6770257_1.299442_2.193759_53.90303_220.2068_258.5822_189.8448_0_0_0_0_0_0_2_0.6770257_0_0_9.png,1,0,8,4,0.5409702,4.619498,0,0,1.692014,0.6770257,1.299442,2.193759,53.90303,220.2068,258.5822,189.8448,0,0,0,0,0,0,2,0.6770257,0,50,0,0,9,"(-7.5, -0.9, -1.0) (0.0, 1.0, 0.0, 0.0)","(-7.0, -0.9, -1.5) (0.0, -0.7, 0.0, 0.7)","(-7.5, -0.9, -2.0) (0.0, 0.0, 0.0, 1.0)","(-8.0, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7)","(-4.0, -0.9, -1.1) (0.0, 0.8, 0.0, -0.6)","(-4.1, -0.9, -3.1) (0.0, 1.0, 0.0, 0.1)",_,_,"(-3.9, -0.9, -5.0) (0.0, 1.0, 0.0, 0.1)","(-2.9, -0.9, -2.4) (0.0, 0.9, 0.0, 0.4)",_,"(-3.9, -0.9, -4.3) (0.0, -0.9, 0.0, -0.4)",
219,data/screenshots/219_0_1_1_4_0.5594439_2.716979_0_1_0_2.340815_2.369255_3.126744_350.5813_9.909237_352.5074_127.3668_1_1_1_0_1_0_0_50_0_0_5.png,0,1,1,4,0.5594439,2.716979,0,1,0,2.340815,2.369255,3.126744,350.5813,9.909237,352.5074,127.3668,1,1,1,0,1,0,0,50,0,50,0,0,5,"(-4.0, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0)","(-3.4, -0.9, -2.5) (0.0, -0.7, 0.0, 0.7)","(-4.0, -0.9, -3.1) (0.0, 0.0, 0.0, 1.0)","(-4.6, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7)",_,_,_,_,_,_,_,"(-6.0, -0.9, -4.4) (0.0, 0.4, 0.0, 0.9)",
220,data/screenshots/220_0_1_5_4_0.5103571_3.897311_0_1_0_1.620666_1.821772_3.284412_9.004944_292.99_34.01337_207.4392_1_0_1_0_0_0_2_1.821772_0_2_9.png,0,1,5,4,0.5103571,3.897311,0,1,0,1.620666,1.821772,3.284412,9.004944,292.99,34.01337,207.4392,1,0,1,0,0,0,2,1.821772,0,50,2,1,9,"(-7.5, -0.9, -1.0) (0.0, 1.0, 0.0, 0.0)","(-7.0, -0.9, -1.5) (0.0, -0.7, 0.0, 0.7)","(-7.5, -0.9, -2.0) (0.0, 0.0, 0.0, 1.0)","(-8.0, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7)",_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)","(-8.5, -0.9, -1.2) (0.0, 0.6, 0.0, -0.8)","(-5.1, -0.9, -4.2) (0.0, 1.0, 0.0, -0.1)",_,"(-3.9, -0.9, -2.9) (0.0, -0.6, 0.0, 0.8)",
