id,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow:variance,carry_big_objects_tables_chairs_etc_within_the_circle,carry_big_objects_tables_chairs_etc_within_the_circle:variance,carry_cold_food_in_the_direction_of_the_arrow,carry_cold_food_in_the_direction_of_the_arrow:variance,carry_cold_food_within_the_circle,carry_cold_food_within_the_circle:variance,carry_drinks_in_the_direction_of_the_arrow,carry_drinks_in_the_direction_of_the_arrow:variance,carry_drinks_within_the_circle,carry_drinks_within_the_circle:variance,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow:variance,carry_small_objects_plates_toys_etc_within_the_circle,carry_small_objects_plates_toys_etc_within_the_circle:variance,carry_warm_food_in_the_direction_of_the_arrow,carry_warm_food_in_the_direction_of_the_arrow:variance,carry_warm_food_within_the_circle,carry_warm_food_within_the_circle:variance,cleaning_picking_up_stuff_within_the_circle,cleaning_picking_up_stuff_within_the_circle:variance,mopping_the_floor_in_the_direction_of_the_arrow,mopping_the_floor_in_the_direction_of_the_arrow:variance,mopping_the_floor_within_the_circle,mopping_the_floor_within_the_circle:variance,starting_conversation_in_the_direction_of_the_arrow,starting_conversation_in_the_direction_of_the_arrow:variance,vacuum_cleaning_in_the_direction_of_the_arrow,vacuum_cleaning_in_the_direction_of_the_arrow:variance,vacuum_cleaning_within_the_circle,vacuum_cleaning_within_the_circle:variance,2nd_closest_human_facing_robot,3d_closest_human_facing_robot,closest_human_facing_robot,direction_from_closest_human_to_robot,direction_to_2nd_closest_human,direction_to_3rd_closest_human,direction_to_closest_human,distance_to_2nd_closest_human,distance_to_3rd_closest_human,distance_to_closest_animal,distance_to_closest_child,distance_to_closest_human,distance_to_group,group_radius,music_playing,number_of_agents_in_scene,number_of_animals,number_of_children,number_of_people,number_of_people_in_group,number_of_people_sittinglaying_in_sofa,robot_facing_2nd_closest_human,robot_facing_3rd_closest_human,robot_facing_closest_human,robot_facing_group,robot_within_group,robot_work_radius,stamp,using_arrow,using_circle
2633639469,0.0,0.0,3.5,1.3019999999999998,0.0,0.0,3.56,1.301,0.0,0.0,3.61,1.297,0.0,0.0,3.44,1.4609999999999999,0.0,0.0,3.61,1.208,3.56,1.2570000000000001,0.0,0.0,3.61,1.297,0.0,0.0,0.0,0.0,3.61,1.253,1,0,0,240.7279,341.6852,326.6909,343.7494,3.650315,4.784338,5.739505,50.0,2.4621560000000002,50.0,50.0,0,8,1,0,6,0,0,1,1,1,0,1,1.226073,63,0,1
2633639470,3.53,1.36,0.0,0.0,3.73,1.123,0.0,0.0,3.47,1.258,0.0,0.0,3.53,1.204,0.0,0.0,3.47,1.258,0.0,0.0,0.0,0.0,3.4,1.306,0.0,0.0,3.73,1.181,3.47,1.4080000000000001,0.0,0.0,0,1,0,257.7272,2.511787,154.2855,205.1252,1.313512,1.3585690000000001,50.0,50.0,1.1946620000000001,1.4694200000000002,0.6385046,0,7,0,0,6,3,0,1,0,0,0,0,0.0,64,1,0
2633639471,4.07,1.123,0.0,0.0,3.8,1.166,0.0,0.0,3.93,0.929,0.0,0.0,3.93,1.062,0.0,0.0,3.67,1.3,0.0,0.0,0.0,0.0,3.8,1.327,0.0,0.0,4.07,1.181,3.8,1.222,0.0,0.0,1,0,0,229.4254,90.97736,242.8387,16.31169,1.3269540000000002,2.4414740000000004,50.0,50.0,0.9489004999999999,50.0,50.0,0,5,0,0,4,0,0,0,0,1,0,0,0.0,65,1,0
2633639472,0.0,0.0,3.26,1.207,0.0,0.0,3.63,1.037,0.0,0.0,3.26,1.37,0.0,0.0,3.68,1.0290000000000001,0.0,0.0,3.47,0.993,3.47,0.993,0.0,0.0,3.37,1.179,0.0,0.0,0.0,0.0,3.26,1.445,0,0,0,172.033,308.6094,228.9049,72.94185999999999,2.003997,2.787809,50.0,50.0,0.7858546,50.0,50.0,0,4,0,0,3,0,0,0,0,0,0,0,2.632606,66,0,1
2633639473,2.87,1.31,0.0,0.0,3.2,1.4240000000000002,0.0,0.0,3.2,1.275,0.0,0.0,3.07,1.236,0.0,0.0,3.0,1.317,0.0,0.0,0.0,0.0,2.93,1.2890000000000001,0.0,0.0,3.0,1.317,2.8,1.275,0.0,0.0,0,0,0,90.19019,254.5772,264.2477,251.1572,6.133714,6.264908999999999,50.0,50.0,5.56418,50.0,50.0,0,4,0,0,3,0,0,0,0,0,0,0,0.0,67,1,0
2633639474,4.11,1.252,0.0,0.0,3.84,1.598,0.0,0.0,4.16,1.308,0.0,0.0,4.16,1.182,0.0,0.0,4.16,1.268,0.0,0.0,0.0,0.0,4.0,1.298,0.0,0.0,4.11,1.334,4.0,1.298,0.0,0.0,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,68,1,0
2633639476,0.0,0.0,3.33,1.35,0.0,0.0,3.27,1.611,0.0,0.0,3.2,1.558,0.0,0.0,3.67,1.3,0.0,0.0,3.4,1.4509999999999998,3.73,1.389,0.0,0.0,3.53,1.454,0.0,0.0,0.0,0.0,3.53,1.454,1,0,0,233.5404,329.8282,311.1099,264.5404,2.561611,3.1427810000000003,50.0,50.0,1.486753,50.0,50.0,0,6,0,0,5,0,0,1,0,0,0,1,0.8670055,70,0,1
2633639477,3.56,1.315,0.0,0.0,3.59,1.472,0.0,0.0,3.52,1.4240000000000002,0.0,0.0,3.52,1.4240000000000002,0.0,0.0,3.7,1.409,0.0,0.0,0.0,0.0,3.56,1.499,0.0,0.0,3.56,1.3969999999999998,3.56,1.423,0.0,0.0,1,0,0,289.866,352.1389,311.0408,352.3256,3.838486,5.8895669999999996,50.0,50.0,1.427748,50.0,50.0,0,6,0,0,5,0,0,1,0,1,0,1,0.0,71,1,0
2633639478,3.44,1.1159999999999999,0.0,0.0,3.44,1.2229999999999999,0.0,0.0,3.25,1.25,0.0,0.0,3.38,1.166,0.0,0.0,3.5,1.1179999999999999,0.0,0.0,0.0,0.0,3.63,1.053,0.0,0.0,3.25,1.09,3.56,1.1159999999999999,0.0,0.0,0,0,0,231.5427,342.7127,18.90028,309.9614,4.304461,4.621904,50.0,50.0,0.5345420999999999,50.0,50.0,0,5,0,0,4,0,0,1,1,0,0,1,0.0,72,1,0
2633639480,0.0,0.0,3.83,1.344,0.0,0.0,3.94,1.268,0.0,0.0,3.61,1.5330000000000001,0.0,0.0,4.0,1.202,0.0,0.0,3.78,1.436,3.83,1.462,0.0,0.0,3.83,1.4240000000000002,0.0,0.0,0.0,0.0,4.06,1.177,0,1,0,215.1822,352.8412,6.2469019999999995,335.4102,2.413973,4.511237,50.0,50.0,2.0699389999999998,50.0,50.0,0,4,0,0,3,0,0,1,1,1,0,1,1.5176370000000001,74,0,1
2633639482,3.53,1.4080000000000001,0.0,0.0,3.4,1.143,0.0,0.0,3.6,1.3559999999999999,0.0,0.0,3.87,1.31,0.0,0.0,3.33,1.193,0.0,0.0,0.0,0.0,3.47,1.147,0.0,0.0,3.67,1.3,3.53,1.147,0.0,0.0,0,0,0,306.95,130.7045,340.9368,316.3377,2.190458,4.052429,50.0,50.0,1.108021,50.0,50.0,0,4,0,0,3,0,0,0,1,0,0,1,0.0,76,1,0
2633639483,3.39,1.208,0.0,0.0,3.67,1.291,0.0,0.0,3.56,1.301,0.0,0.0,3.5,1.3019999999999998,0.0,0.0,3.56,1.165,0.0,0.0,0.0,0.0,3.5,1.3019999999999998,0.0,0.0,3.39,1.253,3.39,1.297,0.0,0.0,1,0,0,115.8667,173.4024,1000.0,141.5498,4.59769,50.0,1.1148879999999999,50.0,2.408012,50.0,50.0,0,4,1,0,2,0,0,0,0,0,0,1,0.0,77,1,0
2633639484,3.53,1.4080000000000001,0.0,0.0,3.47,1.258,0.0,0.0,4.07,1.123,0.0,0.0,4.13,1.147,0.0,0.0,3.67,1.3,0.0,0.0,0.0,0.0,3.2,1.681,0.0,0.0,4.27,0.68,3.4,1.541,0.0,0.0,1,0,1,0.0,252.0,12.0,132.0,0.6247435,0.6247437,50.0,50.0,0.6247435,0.0,0.6247438,0,5,0,0,4,3,0,0,1,0,1,1,0.0,78,1,0
2633639486,0.0,0.0,3.27,1.389,0.0,0.0,3.53,1.36,0.0,0.0,3.6,1.405,0.0,0.0,3.8,1.376,0.0,0.0,3.6,1.405,3.6,1.3559999999999999,0.0,0.0,3.73,1.34,0.0,0.0,0.0,0.0,3.47,1.31,1,0,0,63.87283000000001,285.1428,278.4426,186.9498,4.584249,5.145231,50.0,50.0,2.0326419999999996,50.0,50.0,0,4,0,0,3,0,0,0,0,0,0,1,2.924771,80,0,1
2633639487,0.0,0.0,4.16,1.136,0.0,0.0,4.11,1.165,0.0,0.0,4.11,1.165,0.0,0.0,4.26,1.068,0.0,0.0,4.11,1.119,4.16,1.136,0.0,0.0,4.21,1.196,0.0,0.0,0.0,0.0,4.26,1.207,0,0,1,36.4485,1000.0,1000.0,278.5757,50.0,50.0,50.0,50.0,3.036234,50.0,50.0,0,2,0,0,1,0,0,0,0,0,0,1,1.431082,81,0,1
2633639488,0.0,0.0,3.87,1.31,0.0,0.0,3.87,1.204,0.0,0.0,4.0,1.155,0.0,0.0,3.93,1.236,0.0,0.0,3.93,1.123,4.2,1.046,0.0,0.0,3.6,1.3559999999999999,0.0,0.0,0.0,0.0,3.53,1.4080000000000001,0,1,1,0.0,132.0,12.0,252.0,0.7733958000000001,0.773396,50.0,50.0,0.7733956999999999,0.0,0.7733958000000001,0,7,0,0,6,3,0,0,1,0,1,1,2.247059,82,0,1
2633639489,0.0,0.0,3.73,1.094,0.0,0.0,3.73,1.162,0.0,0.0,3.73,1.162,0.0,0.0,3.81,1.177,0.0,0.0,3.81,1.075,3.81,1.177,0.0,0.0,3.77,1.12,0.0,0.0,0.0,0.0,3.73,1.195,0,0,0,118.9872,17.380020000000002,356.7608,344.848,2.982528,4.003986,50.0,50.0,2.542898,3.099482,0.9261655999999999,0,4,0,0,2,3,0,1,1,1,1,0,2.8539630000000002,83,0,1
2633639490,3.2,1.275,0.0,0.0,3.4,1.254,0.0,0.0,3.13,1.4080000000000001,0.0,0.0,3.4,1.3559999999999999,0.0,0.0,3.27,1.34,0.0,0.0,0.0,0.0,3.47,1.258,0.0,0.0,2.93,1.482,3.53,1.31,0.0,0.0,0,0,0,296.4614,105.55,155.336,168.9422,3.3177209999999997,5.35038,50.0,50.0,1.9591180000000001,50.0,50.0,0,4,0,0,3,0,0,0,0,0,0,0,0.0,84,1,0
2633639491,0.0,0.0,3.83,1.258,0.0,0.0,3.83,1.3840000000000001,0.0,0.0,3.83,1.3019999999999998,0.0,0.0,3.78,1.227,0.0,0.0,3.56,1.4609999999999999,3.89,1.197,0.0,0.0,3.72,1.2830000000000001,0.0,0.0,0.0,0.0,3.56,1.641,0,1,0,279.1089,26.52948,357.3381,17.02921,3.8147870000000004,4.008255,50.0,50.0,1.163059,4.754993,0.7737883000000001,0,6,0,0,5,3,1,1,1,1,1,0,1.669223,85,0,1
2633639492,0.0,0.0,2.87,1.5430000000000001,0.0,0.0,3.73,1.062,0.0,0.0,3.73,1.123,0.0,0.0,3.73,1.062,0.0,0.0,3.6,1.143,3.73,1.062,0.0,0.0,3.4,1.4969999999999999,0.0,0.0,0.0,0.0,3.33,1.3980000000000001,0,0,1,42.75945,263.5473,245.50900000000001,288.1502,1.278378,1.8892419999999999,50.0,50.0,0.7277083000000001,50.0,50.0,1,5,0,0,4,0,0,0,0,0,0,0,2.3383220000000002,86,0,1
2633639493,3.19,1.4669999999999999,0.0,0.0,3.33,1.515,0.0,0.0,3.22,1.449,0.0,0.0,3.19,1.492,0.0,0.0,3.33,1.466,0.0,0.0,0.0,0.0,3.33,1.4909999999999999,0.0,0.0,3.37,1.444,3.22,1.474,0.0,0.0,0,0,0,190.0215,17.20056,162.0852,184.1322,0.7500486,1.524979,0.9459434000000001,50.0,0.7317953,1.241103,0.5139222,0,7,1,0,5,3,0,1,0,0,0,0,0.0,87,1,0
2633639494,0.0,0.0,3.73,1.123,0.0,0.0,3.8,1.1079999999999999,0.0,0.0,3.67,1.193,0.0,0.0,3.53,1.31,0.0,0.0,3.47,1.258,3.8,1.1079999999999999,0.0,0.0,3.4,1.306,0.0,0.0,0.0,0.0,3.33,1.3,0,1,1,0.0,333.0,213.0,93.00001,0.9393725,0.9393727,50.0,50.0,0.9393725,0.0,0.9393726,0,6,0,0,2,3,2,1,0,0,1,1,2.1764799999999997,88,0,1
2633639495,0.0,0.0,3.2,1.222,0.0,0.0,3.0,1.265,0.0,0.0,3.0,1.4140000000000001,0.0,0.0,3.27,1.34,0.0,0.0,2.93,1.389,3.53,1.204,0.0,0.0,3.2,1.275,0.0,0.0,0.0,0.0,2.67,1.35,0,0,0,110.5996,9.630005,359.9694,350.3972,4.124832,5.256997,50.0,50.0,4.119565000000001,4.461848000000001,0.7951531,0,4,0,0,2,3,0,1,1,1,1,0,1.357993,89,0,1
2633639496,2.73,1.236,0.0,0.0,3.0,1.095,0.0,0.0,3.07,1.181,0.0,0.0,3.0,1.265,0.0,0.0,3.33,1.011,0.0,0.0,0.0,0.0,2.6,0.9520000000000001,0.0,0.0,3.4,1.2,2.67,0.943,0.0,0.0,1,1,1,0.0,125.0,215.0,35.0,0.869081,0.869081,50.0,50.0,0.869081,0.0,0.869081,0,6,0,0,5,4,0,0,0,1,1,1,0.0,90,1,0
2633639497,0.0,0.0,3.39,1.31,0.0,0.0,3.52,1.175,0.0,0.0,3.43,1.056,0.0,0.0,3.35,1.088,0.0,0.0,3.22,1.214,3.26,1.072,0.0,0.0,3.13,1.115,0.0,0.0,0.0,0.0,3.13,1.1540000000000001,1,1,1,0.0,349.0,79.00001,259.0,0.5685697,0.5685697,2.054049,50.0,0.5685697,0.0,0.5685697,1,6,1,0,1,4,0,1,0,0,1,1,1.75615,91,0,1
2633639498,3.8,1.222,0.0,0.0,3.93,1.123,0.0,0.0,3.8,1.275,0.0,0.0,3.67,1.35,0.0,0.0,3.73,1.34,0.0,0.0,0.0,0.0,3.87,1.147,0.0,0.0,4.07,1.123,3.87,1.147,0.0,0.0,0,0,1,42.25992,347.9546,125.7229,11.25992,1.585868,3.4331959999999997,50.0,50.0,1.033735,50.0,50.0,0,5,0,0,4,0,1,1,0,1,0,1,0.0,92,1,0
2633639501,3.5,1.072,0.0,0.0,3.7,0.9540000000000001,0.0,0.0,3.75,0.9940000000000001,0.0,0.0,3.6,1.068,0.0,0.0,3.75,0.9940000000000001,0.0,0.0,0.0,0.0,3.55,1.071,0.0,0.0,3.6,1.114,3.65,1.1079999999999999,0.0,0.0,1,1,0,229.4741,327.7408,64.50964,262.1575,2.977457,3.150339,3.968053,50.0,0.4569126,50.0,50.0,1,8,1,0,6,0,0,1,0,0,0,1,0.0,95,1,0
2633639502,0.0,0.0,3.5,1.275,0.0,0.0,3.81,1.13,0.0,0.0,3.25,1.601,0.0,0.0,3.75,1.146,0.0,0.0,3.75,1.09,3.94,1.0290000000000001,0.0,0.0,3.5,1.3230000000000002,0.0,0.0,0.0,0.0,3.5,1.3230000000000002,0,0,0,277.0039,32.82123,171.924,217.1777,1.303511,1.600566,50.0,1.600566,0.9832177,50.0,50.0,1,8,0,2,7,0,2,1,0,0,0,1,2.6989549999999998,96,0,1
2633639504,0.0,0.0,3.53,1.258,0.0,0.0,3.6,1.143,0.0,0.0,3.6,1.2,0.0,0.0,3.47,1.4080000000000001,0.0,0.0,3.67,1.135,3.73,1.236,0.0,0.0,3.4,1.405,0.0,0.0,0.0,0.0,3.53,1.4080000000000001,0,0,0,168.1731,205.0756,155.6318,175.0168,1.227395,1.363073,50.0,1.488916,0.7863751,1.352554,0.5732354000000001,0,9,0,2,8,5,0,0,0,0,0,0,0.6649731,98,0,1
2633639505,0.0,0.0,3.33,1.66,0.0,0.0,4.07,1.2890000000000001,0.0,0.0,4.0,1.3659999999999999,0.0,0.0,3.8,1.376,0.0,0.0,4.0,1.2109999999999999,3.67,1.4909999999999999,0.0,0.0,3.4,1.5830000000000002,0.0,0.0,0.0,0.0,3.33,1.619,1,1,1,0.0,256.0,112.0,39.999990000000004,0.8220780999999999,0.8220781999999999,50.0,50.0,0.8220780999999999,0.0,0.8220780999999999,0,6,0,0,0,5,0,0,0,1,1,1,2.5245130000000002,99,0,1
2642891388,0.0,0.0,3.67,1.445,0.0,0.0,3.33,1.578,0.0,0.0,3.6,1.4969999999999999,0.0,0.0,3.53,1.5859999999999999,0.0,0.0,3.2,1.558,3.4,1.5830000000000002,0.0,0.0,3.67,1.445,0.0,0.0,0.0,0.0,3.47,1.454,0,0,0,1000.0,1000.0,1000.0,346.4927,50.0,50.0,50.0,50.0,3.560507,50.0,50.0,0,2,0,0,1,0,1,0,0,1,0,0,1.849749,100,0,1
2642891389,3.13,1.31,0.0,0.0,3.27,1.482,0.0,0.0,3.07,1.482,0.0,0.0,3.27,1.526,0.0,0.0,3.07,1.482,0.0,0.0,0.0,0.0,3.07,1.34,0.0,0.0,2.67,1.445,2.93,1.482,0.0,0.0,0,1,0,125.994,198.2988,167.747,164.3139,1.3857270000000002,2.0500540000000003,50.0,50.0,1.2717889999999998,1.659504,0.5545515000000001,1,7,0,0,6,4,0,0,0,0,0,0,0.0,101,1,0
2642891390,0.0,0.0,3.4,1.665,0.0,0.0,3.07,1.652,0.0,0.0,3.13,1.7069999999999999,0.0,0.0,3.07,1.652,0.0,0.0,3.13,1.7069999999999999,3.33,1.578,0.0,0.0,3.4,1.4969999999999999,0.0,0.0,0.0,0.0,3.47,1.5430000000000001,0,0,0,107.3449,231.9038,244.4013,289.9178,1.5609549999999999,2.908482,50.0,50.0,1.465075,50.0,50.0,0,4,0,0,3,0,0,0,0,0,0,0,1.438986,102,0,1
2642891391,0.0,0.0,2.53,1.7069999999999999,0.0,0.0,2.93,1.652,0.0,0.0,2.93,1.652,0.0,0.0,2.8,1.514,0.0,0.0,2.87,1.6280000000000001,2.53,1.5430000000000001,0.0,0.0,2.67,1.4909999999999999,0.0,0.0,0.0,0.0,2.53,1.5859999999999999,0,1,0,139.247,331.4366,74.79561,261.9161,0.8837691999999999,3.503537,50.0,50.0,0.5693552,50.0,50.0,0,4,0,0,3,0,0,1,0,0,0,0,1.7889119999999998,103,0,1
2642891392,0.0,0.0,3.0,1.713,0.0,0.0,2.93,1.652,0.0,0.0,2.87,1.7069999999999999,0.0,0.0,2.93,1.652,0.0,0.0,2.8,1.72,3.0,1.633,0.0,0.0,2.67,1.619,0.0,0.0,0.0,0.0,2.73,1.569,0,0,0,273.5995,34.20279,1000.0,336.473,5.542717,50.0,50.0,50.0,0.9166773000000001,50.0,50.0,0,3,0,0,2,0,0,1,0,1,0,0,2.595422,104,0,1
2642891393,0.0,0.0,2.73,1.806,0.0,0.0,3.27,1.652,0.0,0.0,3.2,1.681,0.0,0.0,3.27,1.652,0.0,0.0,3.13,1.746,3.13,1.6280000000000001,0.0,0.0,2.6,1.665,0.0,0.0,0.0,0.0,2.67,1.619,1,0,1,30.647609999999997,198.7459,122.4414,230.0481,1.175424,2.483966,50.0,50.0,0.9891798,50.0,50.0,0,7,0,0,6,0,2,0,0,0,0,0,1.92179,105,0,1
2642891394,2.47,1.7069999999999999,0.0,0.0,2.53,1.5430000000000001,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.47,1.5859999999999999,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,0.0,0.0,2.2,1.4240000000000002,0.0,0.0,2.87,1.5430000000000001,2.13,1.5859999999999999,0.0,0.0,1,1,1,0.0,127.0,247.0,7.0,0.5669014,0.5669014,50.0,50.0,0.5669012,0.0,0.5669012,0,5,0,0,4,3,0,0,0,1,1,1,0.0,106,1,0
2642891395,0.0,0.0,2.47,1.31,0.0,0.0,2.67,1.35,0.0,0.0,2.6,1.405,0.0,0.0,2.67,1.35,0.0,0.0,2.33,1.247,2.53,1.31,0.0,0.0,2.4,1.143,0.0,0.0,0.0,0.0,2.27,1.236,0,0,0,107.3913,200.5011,178.2011,160.4549,1.494979,2.189204,50.0,50.0,1.359604,1.623227,0.5690632,0,4,0,0,1,3,0,0,0,0,0,0,1.4223620000000001,107,0,1
2642891396,0.0,0.0,2.47,1.6280000000000001,0.0,0.0,3.27,1.692,0.0,0.0,3.27,1.692,0.0,0.0,2.93,1.569,0.0,0.0,3.07,1.652,2.67,1.619,0.0,0.0,2.27,1.692,0.0,0.0,0.0,0.0,2.27,1.692,1,0,1,0.0,188.0,308.0,67.99999,0.7576411,0.7576413000000001,50.0,50.0,0.7576411,0.0,0.7576411999999999,0,4,0,0,0,3,0,0,0,0,1,1,0.9434671999999998,108,0,1
2642891397,0.0,0.0,2.8,1.7590000000000001,0.0,0.0,3.4,1.4969999999999999,0.0,0.0,3.4,1.4969999999999999,0.0,0.0,3.47,1.454,0.0,0.0,3.33,1.578,3.0,1.633,0.0,0.0,2.67,1.619,0.0,0.0,0.0,0.0,2.6,1.665,0,0,0,243.8992,358.6063,137.4757,145.8992,1.275952,1.453886,2.741198,4.632679,0.5431391999999999,50.0,50.0,0,10,1,2,8,0,0,1,0,0,0,1,0.6785180000000001,109,0,1
2642891398,2.67,1.619,0.0,0.0,3.2,1.47,0.0,0.0,3.4,1.405,0.0,0.0,3.27,1.34,0.0,0.0,2.93,1.526,0.0,0.0,0.0,0.0,2.67,1.445,0.0,0.0,3.27,1.526,2.87,1.5430000000000001,0.0,0.0,0,1,1,31.86325,46.622690000000006,129.9281,164.3875,1.832036,2.5956069999999998,50.0,50.0,1.090332,50.0,50.0,1,6,0,0,5,0,1,0,0,0,0,1,0.0,110,1,0
2642891399,0.0,0.0,2.47,1.5430000000000001,0.0,0.0,2.8,1.376,0.0,0.0,3.07,1.389,0.0,0.0,3.33,1.193,0.0,0.0,2.67,1.35,2.93,1.2890000000000001,0.0,0.0,2.33,1.247,0.0,0.0,0.0,0.0,2.33,1.3,0,0,0,226.6556,94.45385,121.8237,113.5573,2.1778150000000003,3.27372,50.0,50.0,2.008927,50.0,50.0,1,7,0,0,6,0,0,0,0,0,0,1,2.419798,111,0,1
2642891400,2.27,1.436,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,2.33,1.4909999999999999,0.0,0.0,2.2,1.4240000000000002,0.0,0.0,0.0,0.0,3.0,1.4609999999999999,0.0,0.0,2.27,1.389,3.0,1.4609999999999999,0.0,0.0,1,0,0,113.3797,266.5277,285.4769,297.4576,5.209882,5.873621,50.0,50.0,2.790582,50.0,50.0,0,4,0,0,3,0,0,0,0,0,0,1,0.0,112,1,0
2642891401,0.0,0.0,2.6,1.665,0.0,0.0,2.6,1.541,0.0,0.0,2.67,1.619,0.0,0.0,2.53,1.5,0.0,0.0,2.53,1.6280000000000001,2.8,1.4240000000000002,0.0,0.0,2.67,1.445,0.0,0.0,0.0,0.0,2.87,1.5,0,0,0,144.4627,78.85126,211.7992,91.06367,1.849272,2.477596,50.0,1.849272,0.4604577,50.0,50.0,0,6,0,2,5,0,0,0,0,0,0,1,1.605966,113,0,1
2642891402,0.0,0.0,2.67,1.7380000000000002,0.0,0.0,3.13,1.784,0.0,0.0,3.13,1.784,0.0,0.0,2.73,1.611,0.0,0.0,2.93,1.7309999999999999,2.67,1.535,0.0,0.0,2.33,1.7,0.0,0.0,0.0,0.0,2.33,1.7,1,1,1,0.0,21.99999,142.0,262.0,0.5184837999999999,0.5184837999999999,50.0,50.0,0.5184835999999999,0.0,0.5184837999999999,0,5,0,0,4,3,0,1,0,0,1,1,2.066863,114,0,1
2642891403,0.0,0.0,2.67,1.578,0.0,0.0,2.8,1.6,0.0,0.0,2.8,1.6,0.0,0.0,2.87,1.5859999999999999,0.0,0.0,2.8,1.6,3.13,1.5430000000000001,0.0,0.0,2.53,1.454,0.0,0.0,0.0,0.0,2.6,1.405,0,1,1,22.238429999999997,196.364,165.6832,98.79751999999999,1.321934,2.371198,50.0,0.8826533999999999,0.8826533999999999,2.9826639999999998,0.9017715000000001,0,7,0,1,6,4,0,0,0,0,0,0,1.138679,115,0,1
2642891404,0.0,0.0,3.0,1.3659999999999999,0.0,0.0,3.2,1.327,0.0,0.0,3.53,1.258,0.0,0.0,3.67,1.3,0.0,0.0,3.13,1.36,3.4,1.405,0.0,0.0,3.2,1.222,0.0,0.0,0.0,0.0,3.0,1.3659999999999999,1,0,0,99.72946,352.491,357.1013,281.4321,3.677996,4.290355,50.0,50.0,2.581449,50.0,50.0,0,5,0,0,4,0,1,1,1,0,0,0,2.4980689999999997,116,0,1
2642891405,3.8,1.327,0.0,0.0,3.27,1.611,0.0,0.0,3.53,1.5430000000000001,0.0,0.0,3.73,1.482,0.0,0.0,3.27,1.611,0.0,0.0,0.0,0.0,3.73,1.482,0.0,0.0,2.6,1.781,3.93,1.2890000000000001,0.0,0.0,0,0,0,113.5987,1000.0,1000.0,114.9281,50.0,50.0,50.0,50.0,1.581053,50.0,50.0,0,2,0,0,1,0,0,0,0,0,0,0,0.0,117,1,0
2642891406,2.93,1.692,0.0,0.0,2.67,1.619,0.0,0.0,3.0,1.713,0.0,0.0,2.67,1.535,0.0,0.0,2.73,1.692,0.0,0.0,0.0,0.0,2.93,1.611,0.0,0.0,2.67,1.619,3.0,1.673,0.0,0.0,0,0,0,235.8668,1000.0,1000.0,50.26808,50.0,50.0,50.0,50.0,0.9108476999999999,50.0,50.0,1,2,0,0,1,0,0,0,0,0,0,0,0.0,118,1,0
2642891407,0.0,0.0,3.27,1.692,0.0,0.0,2.87,1.6680000000000001,0.0,0.0,3.0,1.713,0.0,0.0,2.93,1.652,0.0,0.0,2.93,1.7309999999999999,3.2,1.6,0.0,0.0,3.33,1.4909999999999999,0.0,0.0,0.0,0.0,3.47,1.5430000000000001,0,0,1,31.670240000000003,8.633286,1000.0,14.803479999999999,3.1703259999999998,50.0,50.0,50.0,2.62261,50.0,50.0,0,3,0,0,2,0,0,1,0,1,0,0,2.2936400000000003,119,0,1
2642891408,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,3.13,1.7069999999999999,0.0,0.0,3.27,1.7690000000000001,0.0,0.0,3.13,1.7069999999999999,0.0,0.0,3.07,1.8430000000000002,3.2,1.641,0.0,0.0,2.87,1.7069999999999999,0.0,0.0,0.0,0.0,2.93,1.7690000000000001,0,0,1,351.903,1000.0,1000.0,354.403,50.0,50.0,1.355178,50.0,0.8580336,50.0,50.0,0,3,1,0,1,0,0,0,0,1,0,0,1.392464,120,0,1
2642891409,0.0,0.0,3.13,1.5859999999999999,0.0,0.0,3.13,1.5859999999999999,0.0,0.0,3.07,1.569,0.0,0.0,3.2,1.47,0.0,0.0,3.07,1.482,3.33,1.4909999999999999,0.0,0.0,3.13,1.5,0.0,0.0,0.0,0.0,2.93,1.526,0,0,0,113.4827,3.401672,38.69308,12.57965,2.4755119999999997,4.885056,50.0,50.0,2.376822,50.0,50.0,0,5,0,0,4,0,0,1,1,1,0,0,0.5449193,121,0,1
2642891410,3.4,1.405,0.0,0.0,3.27,1.436,0.0,0.0,3.33,1.445,0.0,0.0,3.47,1.454,0.0,0.0,3.27,1.436,0.0,0.0,0.0,0.0,3.8,1.327,0.0,0.0,2.73,1.7309999999999999,3.73,1.34,0.0,0.0,0,0,0,179.9539,208.3819,57.71774,248.6492,1.715025,3.086191,50.0,1.38865,1.38865,50.0,50.0,0,5,0,1,4,0,0,0,0,0,0,0,0.0,122,1,0
